,eax_count,num_sections,section_entropy_text,section_entropy_data,section_entropy_rsrc,section_entropy_reloc,section_entropy_rdata,section_entropy_pdata,section_entropy_didat,section_entropy_HARED,section_entropy_hared,section_entropy_idata,section_entropy_gfids,section_entropy_tls,section_entropy_itext,section_entropy_bss,section_entropy_code,section_entropy_ndata,section_entropy_PX0,section_entropy_PX1,section_entropy_GWDATA,section_entropy_ext,section_entropy_ata,section_entropy_xdata,section_entropy_ODE,section_entropy_ATA,section_entropy_INIT,section_entropy_edata,section_entropy_RDATA,section_entropy_SS,section_entropy_text.un,section_entropy_drectve,section_entropy_eh_fram,section_entropy_rodata,section_entropy_CRT,section_entropy_CLDEBUG,section_entropy_4,section_entropy_19,section_entropy_31,section_entropy_45,section_entropy_57,section_entropy_rna,section_entropy_textbss,section_entropy_sdata,section_entropy_AGER32C,section_entropy_AGE,section_entropy_didata,section_entropy_crtdata,section_entropy_NIT,section_entropy_PADinfo,section_entropy_,section_entropy_adata,section_entropy_MPRESS1,section_entropy_MPRESS2,section_entropy_qtmetad,section_entropy_-I\dCm,section_entropy_buildid,section_entropy_00cfg,section_entropy_petite,section_entropy_trace,section_entropy_data1,section_entropy_FIDS,section_entropy_inATL,section_entropy_giats,section_entropy_UTO,section_entropy__GROUP,section_entropy_GROUP,section_entropy_srdata,section_entropy_sxdata,section_entropy_mvp0,section_entropy_AGEKD,section_entropy_CODE,section_entropy_orpc,section_entropy_extrel,section_entropy_wixburn,section_entropy_extjmp,section_entropy_ONST,section_entropy_wpp_sf,section_entropy_text1,section_entropy_PUCAP_T,section_entropy_clc,section_entropy_70,section_entropy_81,section_entropy_92,section_entropy_BOX_,section_entropy_c2r,section_entropy_unwante,section_entropy_text   ,section_entropy_DEBUGDA,section_entropy_14,section_entropy_aws,section_entropy_neolit,section_entropy_gas0,section_entropy_aaz0,section_entropy_aaz1,section_entropy_NGINE,section_entropy_SHARED,section_entropy_sdbid,section_entropy_LMOSTRO,section_entropy_AGECONS,section_entropy_gentee,section_entropy_db_info,section_entropy_db_abbv,section_entropy_db_line,section_entropy_db_pnam,section_entropy_db_str,section_entropy_db_ref,section_entropy_db_fram,section_entropy_debug,section_entropy_boxld01,section_entropy_AGEIPSE,section_entropy_AGEIDP,section_entropy_AGERSS,section_entropy_reloc1,section_entropy_C10,section_entropy_aspack,section_entropy_xcpad,section_entropy_DATA,section_entropy_wtext,section_entropy_AGE_COM,section_entropy_AGE_CAI,section_entropy_AGE_DAL,section_entropy_AGE_PPL,section_entropy_AGE_CPC,section_entropy_AGE_RO,section_entropy_AGE_RW,section_entropy_AGE_CPR,section_entropy_winzip_,section_entropy_18,section_entropy_30,section_entropy_43,section_entropy_59,section_entropy_75,section_entropy_94,section_entropy_106,section_entropy_symtab,section_entropy_vmp0,section_entropy_vmp1,section_entropy_WX0,section_entropy_WX1,section_entropy__wibu00,section_entropy__wibu01,section_entropy__wibu02,section_entropy__wibu03,section_entropy__wibu04,section_entropy__wibu05,section_entropy__wibu06,section_entropy__wibu07,section_entropy__wibu08,section_entropy_idata  ,section_entropy_29,section_entropy_41,section_entropy_55,section_entropy_67,section_entropy_80,section_entropy_91,section_entropy_102,section_entropy_bootdat,section_entropy_16,section_entropy_exc,section_entropy_discard,section_entropy_ps4,section_entropy_cwtls,section_entropy_syzygy,section_entropy_stab,section_entropy_stabstr,section_entropy_AVPlaye,section_entropy_mydata,section_entropy_ftext,section_entropy_ndr64,section_entropy_AGEKRPC,section_entropy_AGERPCD,section_entropy_debug_o,section_entropy_vshdata,section_entropy_data2,section_entropy_tvm0,section_entropy_msvcjmc,section_entropy_PCL_TEX,section_entropy_PCL_SET,section_entropy_PCL_TES,section_entropy_PCL_INI,section_entropy_PCL_DAT,section_entropy_PCL_CON,section_entropy_zero,section_entropy_AGEL2TP,section_entropy_AGEWsk,section_entropy_ar3Help,section_entropy_35,section_entropy_47,section_entropy_61,section_entropy_73,section_entropy_86,section_entropy_97,section_entropy_108,section_entropy_NFO,section_entropy_BSS,section_entropy_itArts,section_entropy_51,section_entropy_63,section_entropy_77,section_entropy_89,section_entropy_113,section_entropy_124,section_entropy_extls,section_entropy_gnu_deb,section_entropy_ONPAGE,section_entropy_S_MMX_T,section_entropy_MAD_TEX,section_entropy_xtlsmal,section_entropy_kbdfall,section_entropy_boxload,section_entropy_T_CODE,section_entropy_age,section_entropy_nit,section_entropy_Yrrehs,section_entropy_SK_Hook,section_entropy_proxy,section_entropy_WISE,section_entropy_OR,section_entropy_shr,section_entropy_text32,section_entropy_vtext,section_entropy_vndata,section_entropy_vmdata,section_entropy_vfdata,section_entropy_vrdata,section_entropy_Themida,section_entropy_v-lizer,section_entropy_MY_SHAR,section_entropy_URSORS,section_entropy_ASE,section_entropy_69,section_entropy_82,section_entropy_93,section_entropy_104,section_entropy_Shared,section_entropy_78,section_entropy_SogouIn,section_entropy_textxc,section_entropy_datax,label
398,1518,5,6.439070283999267,4.033089240040783,4.823941761709701,,5.033673390997287,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
399,7506,4,6.577691168806075,4.422455170780304,4.446557720716192,,4.619693438927471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
400,6109,4,6.7093958205834845,3.5896395566987698,4.6338833129292185,,5.094206571155269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
401,319,2,4.69681268859769,,3.3186088797545503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
402,31006,8,6.664549522269738,3.0344796273450934,7.854839315528406,6.61080079391035,5.7333432965164866,,3.019488989069713,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
403,698,3,5.9767245965585225,,2.7678487758358283,0.08153941234324169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
404,1618,8,6.391482648256754,2.246312806661135,4.829206544939988,,0.2044881574398449,,,,,4.97188203376719,,0.0,5.732070848969494,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
405,1146,3,7.505730878918066,,3.4831693440341214,0.10191042566270775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
406,606,3,6.007024074881909,,6.8319933781441975,0.10191042566270775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
407,934,3,3.4043409739536443,,4.312429783037184,0.08153941234324169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
408,7005,6,6.406067521617595,2.7118664275382103,,5.491461564674818,,,,,,,,,,,,,,,,,,3.3115701500476145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5019258753046163,,4.570199149184751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
409,585,3,4.100329492764674,,3.8936652734096477,0.08153941234324169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
410,7921,11,6.406180846195144,0.3348918349909568,3.803890517201247,6.2373604811331305,4.6786171900999,5.777656641472539,,,,4.99735629950671,,,,,,,,,,,,,,,,3.477136511785735,,,,,,,,,,,,,,,,,,5.871795170725272,,,5.850844846661765,,,,,,,,,,,,,4.07079158267794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
411,821,3,5.309216465004909,,2.550022296444672,0.08153941234324169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
412,599,3,6.5652014569097625,3.251442697890972,3.631656354147569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
413,3749,6,6.653096809275944,2.26517870457888,1.9023777728754172,5.425926250382954,4.294623013410423,5.85655527135512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
414,199,3,,,3.2517123602120472,,,,,,,,,,,,,,0.0,7.894795700722513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
415,1546,8,,,5.043099090201122,0.0,0.2108262677871819,,,,,5.019358651765576,,0.0,,,,,,,,,,,6.55084693948237,4.28157487982875,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
416,1051,2,,,3.3927610376748043,,1.169452235582493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
417,2015,3,4.909313143893812,0.5379542197910941,,1.1520007374567507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
418,1812,3,4.992872597152524,,2.758063910842384,0.08153941234324169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
419,2587,5,6.417698236857409,4.70902740305165,6.014817015599551,,5.181627099249737,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
420,13249,5,6.631640884227879,4.6800559506291535,7.8790254721697,4.912801544574053,4.933646579820487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
421,2579,14,6.126238453516293,0.5000994379105911,3.0312439165913934,1.2032029471885906,3.8185228573018715,4.6336496333204655,,,,4.10502119468277,,0.32010974348767507,,0.0,,,,,,,,3.462747374862129,,,,2.0003878704872764,,,,,,,0.2327155573439584,,0.5734112093836843,,,,,,,,,,,,,,,,,,,,0.5681159619534337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
422,168,2,,,4.816579648227857,,1.7385175241859074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
423,1216,5,6.027363837502086,4.355624348137229,4.134061026685815,,0.644288849181397,,,,,,,,,,4.583210077285296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
424,2773,7,6.400710031272601,5.42657449032312,5.545579116966905,6.5177217399805745,5.580732169569749,,,,,,0.5152074916902871,0.020393135236084953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
425,9090,4,6.64196639655477,3.994682603530589,4.697759551512376,,5.657239275273412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
426,937,3,6.007399017818245,,3.0233559849108413,0.10191042566270775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
427,974,5,6.402593533319045,1.3326947735229435,6.4789926991965165,6.4236980259955985,,,,,,5.302582414646688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
428,4309,7,6.652899374417061,2.8125553486571295,4.724728911998389,6.513668694375248,5.814992941720166,,,,,,3.60056826391434,0.020393135236084953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
429,237,3,5.32933191838585,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
430,329,2,,,3.8675069750782143,,1.7462795719418391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
431,19824,5,6.480448376322898,1.4298773524513728,4.29219565729191,,4.88828504096125,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
432,607,8,,,4.762831461674625,0.0,0.2108262677871819,,,,,4.97674278397031,,0.0,,,,,,,,,,,6.528807122953124,4.579946804632666,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
433,2946,5,6.510287017782737,1.6763194227423268,5.7244087507053685,,4.850298673795695,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
434,3394,5,6.543939144366253,2.037819092917656,4.017147344643015,4.5490019084104105,5.421517372787317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
435,6480,6,4.6292249572633875,2.011872625532349,0.4796593024807062,0.0,3.1468017112360718,3.294437941427311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
436,1311,6,5.485920735195856,0.3359312745953951,2.9189423555050866,0.352317214182349,3.7822523406277084,2.245728189519476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
437,1511,8,,,4.498943067834889,0.0,0.2044881574398449,,,,,4.430733069799036,,0.0,,,,,,,,,,,6.631765876950794,2.751820662285145,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
438,705,2,,,3.7507855238394594,,1.007708653364966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
